wl,380,412,443,490,510,555,620,660,680,709,745,865
350,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,0,0,0,0,0
353,0,0,0,0,0,0,0,0,0,0,0,0
354,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0
359,0.0161,0,0,0,0,0,0,0,0,0,0,0
360,0.032866482,0,0,0,0,0,0,0,0,0,0,0
361,0.017058935,0,0,0,0,0,0,0,0,0,0,0
362,0,0,0,0,0,0,0,0,0,0,0,0
363,0.011172401,0,0,0,0,0,0,0,0,0,0,0
364,0,0,0,0,0,0,0,0,0,0,0,0
365,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0,0,0
368,0.107148935,0,0,0,0,0,0,0,0,0,0,0
369,0.296543,0,0,0,0,0,0,0,0,0,0,0
370,0.405819359,0,0,0,0,0,0,0,0,0,0,0
371,0.593658961,0,0,0,0,0,0,0,0,0,0,0
372,0.689400805,0,0,0,0,0,0,0,0,0,0,0
373,0.776930193,0,0,0,0,0,0,0,0,0,0,0
374,0.881598574,0,0,0,0,0,0,0,0,0,0,0
375,0.879386119,0,0,0,0,0,0,0,0,0,0,0
376,0.899978977,0,0,0,0,0,0,0,0,0,0,0
377,0.886278977,0,0,0,0,0,0,0,0,0,0,0
378,0.807316121,0,0,0,0,0,0,0,0,0,0,0
379,0.763490805,0,0,0,0,0,0,0,0,0,0,0
380,0.686490805,0,0,0,0,0,0,0,0,0,0,0
381,0.643617746,0,0,0,0,0,0,0,0,0,0,0
382,0.614787945,0,0,0,0,0,0,0,0,0,0,0
383,0.630800188,0,0,0,0,0,0,0,0,0,0,0
384,0.72685571,0,0,0,0,0,0,0,0,0,0,0
385,0.843829991,0,0,0,0,0,0,0,0,0,0,0
386,0.900333871,0,0,0,0,0,0,0,0,0,0,0
387,0.957265915,0,0,0,0,0,0,0,0,0,0,0
388,1,0,0,0,0,0,0,0,0,0,0,0
389,0.973160208,0,0,0,0,0,0,0,0,0,0,0
390,0.775046932,0,0,0,0,0,0,0,0,0,0,0
391,0.572958144,0,0,0,0,0,0,0,0,0,0,0
392,0.371197529,0,0,0,0,0,0,0,0,0,0,0
393,0.185337925,0.00002998,0,0,0,0,0,0,0,0,0,0
394,0.041264654,0.002243477,0,0,0,0,0,0,0,0,0,0
395,0.008957713,0.000158233,0,0,0,0,0,0,0,0,0,0
396,0.003028912,0.002924234,0,0,0,0,0,0,0,0,0,0
397,0.003044045,0.003374564,0,0,0,0,0,0,0,0,0,0
398,0.001902111,0.003595107,0,0,0,0,0,0,0,0,0,0
399,0.001902111,0.014866844,0,0,0,0,0,0,0,0,0,0
400,0.0011713,0.035623667,0,0,0,0,0,0,0,0,0,0
401,0,0.130320998,0,0,0,0,0,0,0,0,0,0
402,0,0.36636136,0,0,0,0,0,0,0,0,0,0
403,0,0.749766638,0,0,0,0,0,0,0,0,0,0
404,0,0.855377185,0,0,0,0,0,0,0,0,0,0
405,0,0.843647654,0,0,0,0,0,0,0,0,0,0
406,0,0.843647654,0,0,0,0,0,0,0,0,0,0
407,0,0.85016776,0,0,0,0,0,0,0,0,0,0
408,0,0.86516776,0,0,0,0,0,0,0,0,0,0
409,0,0.88870975,0,0,0,0,0,0,0,0,0,0
410,0,0.931849567,0,0,0,0,0,0,0,0,0,0
411,0,0.964294657,0,0,0,0,0,0,0,0,0,0
412,0,0.969422605,0,0,0,0,0,0,0,0,0,0
413,0,0.955450949,0,0,0,0,0,0,0,0,0,0
414,0,0.956001803,0,0,0,0,0,0,0,0,0,0
415,0,0.979300165,0,0,0,0,0,0,0,0,0,0
416,0,0.990204817,0,0,0,0,0,0,0,0,0,0
417,0,0.999113977,0,0,0,0,0,0,0,0,0,0
418,0,1,0,0,0,0,0,0,0,0,0,0
419,0,0.982788823,0,0,0,0,0,0,0,0,0,0
420,0,0.955842406,0,0,0,0,0,0,0,0,0,0
421,0,0.924763383,0,0,0,0,0,0,0,0,0,0
422,0,0.631256948,0,0,0,0,0,0,0,0,0,0
423,0,0.201485703,0,0,0,0,0,0,0,0,0,0
424,0,0.041568306,0.00025,0,0,0,0,0,0,0,0,0
425,0,0.013751315,0.0000401,0,0,0,0,0,0,0,0,0
426,0,0.002844409,0.0001,0,0,0,0,0,0,0,0,0
427,0,0.001141832,0.000482816,0,0,0,0,0,0,0,0,0
428,0,0,0.000932816,0,0,0,0,0,0,0,0,0
429,0,0,0.001392816,0,0,0,0,0,0,0,0,0
430,0,0,0.001856382,0,0,0,0,0,0,0,0,0
431,0,0,0.002767733,0,0,0,0,0,0,0,0,0
432,0,0.0000701,0.026516733,0,0,0,0,0,0,0,0,0
433,0,0,0.186035774,0,0,0,0,0,0,0,0,0
434,0,0,0.63059362,0,0,0,0,0,0,0,0,0
435,0,0,0.878395198,0,0,0,0,0,0,0,0,0
436,0,0,0.896131532,0,0,0,0,0,0,0,0,0
437,0,0,0.865614799,0,0,0,0,0,0,0,0,0
438,0,0,0.830255154,0,0,0,0,0,0,0,0,0
439,0,0,0.817557666,0,0,0,0,0,0,0,0,0
440,0,0,0.84365788,0,0,0,0,0,0,0,0,0
441,0,0,0.878317507,0,0,0,0,0,0,0,0,0
442,0,0,0.905305844,0,0,0,0,0,0,0,0,0
443,0,0,0.915232971,0,0,0,0,0,0,0,0,0
444,0,0,0.93903198,0,0,0,0,0,0,0,0,0
445,0,0,0.953506113,0,0,0,0,0,0,0,0,0
446,0,0,0.935506113,0,0,0,0,0,0,0,0,0
447,0,0,0.917163773,0,0,0,0,0,0,0,0,0
448,0,0,0.897095136,0,0,0,0,0,0,0,0,0
449,0,0,0.89727431,0,0,0,0,0,0,0,0,0
450,0,0,0.954434786,0,0,0,0,0,0,0,0,0
451,0,0,1,0,0,0,0,0,0,0,0,0
452,0,0,0.908337181,0,0,0,0,0,0,0,0,0
453,0,0,0.637671893,0,0,0,0,0,0,0,0,0
454,0,0,0.307349086,0,0,0,0,0,0,0,0,0
455,0,0,0.064752173,0,0,0,0,0,0,0,0,0
456,0,0,0.011512979,0,0,0,0,0,0,0,0,0
457,0,0,0.001211915,0,0,0,0,0,0,0,0,0
458,0,0,0.000111915,0,0,0,0,0,0,0,0,0
459,0,0,0.00060199,0,0,0,0,0,0,0,0,0
460,0,0,0.000642478,0,0,0,0,0,0,0,0,0
461,0,0,0.000422478,0,0,0,0,0,0,0,0,0
462,0,0,0.000202478,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,0,0,0,0,0,0,0,0,0,0
466,0,0,0,0,0,0,0,0,0,0,0,0
467,0,0,0,0,0,0,0,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0
469,0,0,0,1.00E-05,0,0,0,0,0,0,0,0
470,0,0,0,7.01E-05,0,0,0,0,0,0,0,0
471,0,0,0,0.000130095,0,0,0,0,0,0,0,0
472,0,0,0,0.000190139,0,0,0,0,0,0,0,0
473,0,0,0,0.000240184,0,0,0,0,0,0,0,0
474,0,0,0,0.000460348,0,0,0,0,0,0,0,0
475,0,0,0,0.003242457,0,0,0,0,0,0,0,0
476,0,0,0,0.029752629,0,0,0,0,0,0,0,0
477,0,0,0,0.089738939,0,0,0,0,0,0,0,0
478,0,0,0,0.126916926,0,0,0,0,0,0,0,0
479,0,0,0,0.167378481,0,0,0,0,0,0,0,0
480,0,0,0,0.276582568,0,0,0,0,0,0,0,0
481,0,0,0,0.486643356,0,0,0,0,0,0,0,0
482,0,0,0,0.720904296,0,0,0,0,0,0,0,0
483,0,0,0,0.862944387,0,0,0,0,0,0,0,0
484,0,0,0,0.901223782,0,0,0,0,0,0,0,0
485,0,0,0,0.907068282,0,0,0,0,0,0,0,0
486,0,0,0,0.916165447,0,0,0,0,0,0,0,0
487,0,0,0,0.937411647,0,0,0,0,0,0,0,0
488,0,0,0,0.973729332,0,0,0,0,0,0,0,0
489,0,0,0,0.995676591,0.000000106,0,0,0,0,0,0,0
490,0,0,0,1,0.000000706,0,0,0,0,0,0,0
491,0,0,0,0.994195571,0.000078706,0,0,0,0,0,0,0
492,0,0,0,0.972839286,0.000140305,0,0,0,0,0,0,0
493,0,0,0,0.944447624,0.000065305,0,0,0,0,0,0,0
494,0,0,0,0.91419465,0.0001971,0,0,0,0,0,0,0
495,0,0,0,0.879087057,0.001152151,0,0,0,0,0,0,0
496,0,0,0,0.863365191,0.001372151,0,0,0,0,0,0,0
497,0,0,0,0.873472573,0.004127653,0,0,0,0,0,0,0
498,0,0,0,0.863935298,0.022735598,0,0,0,0,0,0,0
499,0,0,0,0.733496512,0.13788398,0,0,0,0,0,0,0
500,0,0,0,0.585751028,0.412423605,0,0,0,0,0,0,0
501,0,0,0,0.534101858,0.707745717,0,0,0,0,0,0,0
502,0,0,0,0.401969917,0.813269512,0,0,0,0,0,0,0
503,0,0,0,0.081192638,0.839385833,0,0,0,0,0,0,0
504,0,0,0,0.016312641,0.872314097,0,0,0,0,0,0,0
505,0,0,0,0.003222485,0.905872658,0,0,0,0,0,0,0
506,0,0,0,0.00269208,0.945755636,0,0,0,0,0,0,0
507,0,0,0,0.002291788,0.97765241,0,0,0,0,0,0,0
508,0,0,0,0.00160126,0.992410831,0,0,0,0,0,0,0
509,0,0,0,0.000800641,0.99265776,0,0,0,0,0,0,0
510,0,0,0,2.14E-07,0.981977467,0,0,0,0,0,0,0
511,0,0,0,0,0.982105621,0,0,0,0,0,0,0
512,0,0,0,0,0.99371045,0,0,0,0,0,0,0
513,0,0,0,0,0.999183509,0,0,0,0,0,0,0
514,0,0,0,0,1,0,0,0,0,0,0,0
515,0,0,0,0,0.99642861,0,0,0,0,0,0,0
516,0,0,0,0,0.990212804,0,0,0,0,0,0,0
517,0,0,0,0,0.974302314,0,0,0,0,0,0,0
518,0,0,0,0,0.959079852,0,0,0,0,0,0,0
519,0,0,0,0,0.858290752,0,0,0,0,0,0,0
520,0,0,0,0,0.543628895,0,0,0,0,0,0,0
521,0,0,0,0,0.242071937,0,0,0,0,0,0,0
522,0,0,0,0,0.074699028,0,0,0,0,0,0,0
523,0,0,0,0,0.03891565,0,0,0,0,0,0,0
524,0,0,0,0,0.029239355,0,0,0,0,0,0,0
525,0,0,0,0,0.022997876,0,0,0,0,0,0,0
526,0,0,0,0,0.008644975,0,0,0,0,0,0,0
527,0,0,0,0,0.000080305,0,0,0,0,0,0,0
528,0,0,0,0,0.000350247,0,0,0,0,0,0,0
529,0,0,0,0,0.000441028,0,0,0,0,0,0,0
530,0,0,0,0,0,0,0,0,0,0,0,0
531,0,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,0,0,0,0,0,0,0
533,0,0,0,0,0,0,0,0,0,0,0,0
534,0,0,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,0,0,0,0,0,0,0,0,0,0
537,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0.003565,0,0,0,0,0,0
542,0,0,0,0,0,0.018439,0,0,0,0,0,0
543,0,0,0,0,0,0.051022,0,0,0,0,0,0
544,0,0,0,0,0,0.180443,0,0,0,0,0,0
545,0,0,0,0,0,0.451838,0,0,0,0,0,0
546,0,0,0,0,0,0.695983,0,0,0,0,0,0
547,0,0,0,0,0,0.779911,0,0,0,0,0,0
548,0,0,0,0,0,0.813306,0,0,0,0,0,0
549,0,0,0,0,0,0.849558,0,0,0,0,0,0
550,0,0,0,0,0,0.859549,0,0,0,0,0,0
551,0,0,0,0,0,0.869531,0,0,0,0,0,0
552,0,0,0,0,0,0.897413,0,0,0,0,0,0
553,0,0,0,0,0,0.927408,0,0,0,0,0,0
554,0,0,0,0,0,0.932745,0,0,0,0,0,0
555,0,0,0,0,0,0.923144,0,0,0,0,0,0
556,0,0,0,0,0,0.936509,0,0,0,0,0,0
557,0,0,0,0,0,0.969955,0,0,0,0,0,0
558,0,0,0,0,0,1,0,0,0,0,0,0
559,0,0,0,0,0,0.967882,0,0,0,0,0,0
560,0,0,0,0,0,0.899735,0,0,0,0,0,0
561,0,0,0,0,0,0.829808,0,0,0,0,0,0
562,0,0,0,0,0,0.763502,0,0,0,0,0,0
563,0,0,0,0,0,0.762424,0,0,0,0,0,0
564,0,0,0,0,0,0.805571,0,0,0,0,0,0
565,0,0,0,0,0,0.626966,0,0,0,0,0,0
566,0,0,0,0,0,0.230187,0,0,0,0,0,0
567,0,0,0,0,0,0.036346,0,0,0,0,0,0
568,0,0,0,0,0,0.007607,0,0,0,0,0,0
569,0,0,0,0,0,0.000739,0,0,0,0,0,0
570,0,0,0,0,0,0.001516,0,0,0,0,0,0
571,0,0,0,0,0,0.000868,0,0,0,0,0,0
572,0,0,0,0,0,0.000803,0,0,0,0,0,0
573,0,0,0,0,0,0.001298,0,0,0,0,0,0
574,0,0,0,0,0,0.000687,0,0,0,0,0,0
575,0,0,0,0,0,0.00000103,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,0,0,0,0,0,0,0,0,0,0
578,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,0,0,0,0,0,0,0,0,0,0
580,0,0,0,0,0,0,0,0,0,0,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,0
583,0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,0,0,0,0,0,0,0,0,0,0
585,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,0,0,0,0,0
588,0,0,0,0,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0,0,0,0,0
590,0,0,0,0,0,0,0,0,0,0,0,0
591,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,0,0,0,0
593,0,0,0,0,0,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0,0,0
595,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,0,0,0,0,0,0,0,0,0,0
598,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0.000739671,0,0,0,0,0
603,0,0,0,0,0,0,0.000899808,0,0,0,0,0
604,0,0,0,0,0,0,0.005178454,0,0,0,0,0
605,0,0,0,0,0,0,0.02551315,0,0,0,0,0
606,0,0,0,0,0,0,0.057510571,0,0,0,0,0
607,0,0,0,0,0,0,0.109869348,0,0,0,0,0
608,0,0,0,0,0,0,0.22902636,0,0,0,0,0
609,0,0,0,0,0,0,0.399087518,0,0,0,0,0
610,0,0,0,0,0,0,0.503663644,0,0,0,0,0
611,0,0,0,0,0,0,0.568935414,0,0,0,0,0
612,0,0,0,0,0,0,0.659555964,0,0,0,0,0
613,0,0,0,0,0,0,0.805932905,0,0,0,0,0
614,0,0,0,0,0,0,0.929539031,0,0,0,0,0
615,0,0,0,0,0,0,0.97445944,0,0,0,0,0
616,0,0,0,0,0,0,0.979807471,0,0,0,0,0
617,0,0,0,0,0,0,0.981077002,0,0,0,0,0
618,0,0,0,0,0,0,0.998231764,0,0,0,0,0
619,0,0,0,0,0,0,1,0,0,0,0,0
620,0,0,0,0,0,0,0.976934834,0,0,0,0,0
621,0,0,0,0,0,0,0.942019603,0,0,0,0,0
